Formatted ID,Name,Description,Project,Creation Date,State,Severity,Environment,Resolution,Defect Reported By,ServiceNow_Problem,ServiceNow_Incident,ServiceNow_Problem_Type,Owner,RCA Root Cause US,Iteration,Schedule State,Accepted Date
DE823315,Prod : Error calling Get service - MemberEnrollmentErrorQueueDetailController.getErrorQueueDetails,"SA: Anne RoeberPR:ÿPO: Nancy McPhersonÿ2/15/24 - AMR: Per dev, this defect was closed because several queries were enhanced to improve performance.ÿDescription:Business reported timeouts/slowness in Member Enrollment Error Queue screen when user retrieves error details for a member. ÿThe timeouts/slowness is occurring because of an exception when calling the getErrorQueueDetails service. ÿThis is only happening periodically for some members. ÿThe issue is occurring both when the user is searching for the member in the Member Query popup and when the user enters the member information directly into the main screen and clicks filter.ÿExample members shared by one such user cbrigha3 ÿ167487336167426885167589204ÿSteps to Reproduce:Scenario 1:Navigate to Membership > A. Member Enrollment Error QueueEnter one of the identified Members directly into the Member Enrollment Error Queue UI (not using the Member Query Popup) (167487336 was searched for using SSN in Member Query popup)Click the Filter button on the Member Enrollment Error Queue screenExpected Result:Member Enrollment Error Queue details are returned for the given member.ÿActual Result:Member Enrollment Error Queue UI times out/is slow and errors are logged in splunk (see below for examples of splunk errors)ÿÿScenario 2:Navigate to Membership > A. Member Enrollment Error QueueSearch for one of the identified Members (167487336 was searched for using SSN in Member Query popup)Expected Result:Member is successfully retrieved in the popup.ÿActual Result:Member Enrollment Error Queue UI times out/is slow and errors are logged in splunk (see below for examples of splunk errors)ÿÿÿAdditional information:While looking for logs in splunk for member ÿ167487336 - I see the below exception while calling get service - getErrorQueueDetails2024-01-03 10:25:24.858-06:00 ERROR- |[catalina-exec-10] [com.optum.cirrus.queue.errorqueue.core.businesslogic.impl.AbstractErrorQueueLogic] [mthd] E182193464515AAF71AF42AABB954097 tenantID: | [] - Error calling the GET service.org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 : """"{""""message"""":""""Internal Server Error"""",""""errors"""":[{""""code"""":""""ER9999"""",""""description"""":""""System error"""",""""messages"""":[""""Unable to acquire JDBC Connection [HikariPool-1 - Connection is not available, request timed out after 60000ms.] [n/a]""""]}]}""""at com.sun.proxy.$Proxy8750.list(Unknown Source) ~[?:?] at com.optum.cirrus.controller.queue.errorqueue.MemberEnrollmentErrorQueueDetailController.bindHeaderData(MemberEnrollmentErrorQueueDetailController.java:137) ~[cirrus-controller-1.312.134.jar:1.312.134] at com.optum.cirrus.controller.queue.errorqueue.MemberEnrollmentErrorQueueDetailController.getErrorQueueDetails(MemberEnrollmentErrorQueueDetailController.java:67) ~[cirrus-controller-1.312.134.jar:1.312.134]ÿhttps://phi-splunk.optum.com/en-US/app/optum_cirrus/search?q=search%20index%3Dcirrus_secure_prd%20host%20%3D%20coreui-fb9497887-r74vk%20source%3D%22%2Flogs%2Fapp.log%22%20NOT%20%22claimID%22%20NOT%20GuardrailApplicabilityEngine%20*Enrollment*%20sourcetype%3D%22core-cirrus%22&display.page.search.mode=smart&dispatch.sample_ratio=1&earliest=1704299123.541&latest=1704299124.924&sid=1704318192.124879_ACB5780F-8F60-4C8D-989D-F7366FEAE6A7ÿThe exceptions started some time around 11/27/2023ÿhttps://phi-splunk.optum.com/en-US/app/optum_cirrus/search?q=search%20index%3Dcirrus_secure_prd%20sourcetype%3D%22core-cirrus%22%20host%3Dcoreui-*%20%22Error%20calling%20the%20GET%20service%22%20%22HttpServerErrorException%24InternalServerError%3A%20500%22%20getErrorQueueDetails%20%7C%20timechart%20span%3D1h%20count&display.page.search.mode=smart&dispatch.sample_ratio=1&earliest=-90d%40d&latest=now&display.page.search.tab=visualizations&display.general.type=visualizations&sid=1704316815.115668_ACB5780F-8F60-4C8D-989D-F7366FEAE6A7ÿÿ",QIB - Shazam,03-01-2024,Submitted,3-Medium,Production,,Internally Reported,,"INC35047553 , INC35027540",,Bhagaban Mandalo,,2024.PI48.3,Accepted,31-01-2024
DE822816,failed-scheduled-job-Member Benefit Termination POLC Letter in prd - MBT Member Benefit Termination POLC Letter [See in Icinga](http://cirrus-icinga2.optum.com:,failed-scheduled-job-Member Benefit Termination POLC Letter in prd - MBT Member Benefit Termination POLC Letter [See in Icinga](http://cirrus-icinga2.optum.com:82/icingaweb2/monitoring/service/show?host=elr5hz1-07-s25-2-rso_01%26service=failed-scheduled-jobs-prd ) ------------------------------------------------------------------------------------------------- The below information is generated by Interlink when creating an incident and can be disregarded. Domain: prd-failed-scheduled-job-member benefit termination polc letter Origin: prd-rso_01 Application: CIRRUS Category: Application Source: CIRRUS Severity: Minor Alertid: 0197855324,Heimdalls,03-01-2024,Submitted,3-Minor Problem,,,Internally Reported,ee03dbb487af75d4b7117778dabb353b,,Incident,,,,Refining,
DE822737,ESTs failing as of 1/1/24: COC Year: Invalid value,,QIB - Rogue,02-01-2024,Submitted,3-Medium,,,Internally Reported,,,,Joseph Anderson,,2023.PI47.5,Accepted,03-01-2024
DE822736,Prod : enrlmtfilewatchersvc picking file twice,"On 12/30/2023 migration team reported an issue in Cirrus where enrollment files were being picked twice by the file watcher service. Please refer to below splunk logs for one such file USPMIG_PRI_DM_1570210_20231230_033701720.jsonÿhttps://phi-splunk.optum.com/en-US/app/optum_cirrus/search?q=search%20USPMIG_PRI_DM_1570210_20231230_033701720.json%20sourcetype%3D%22enrlmtfilewatchersvc-cirrus%22&display.page.search.mode=verbose&dispatch.sample_ratio=1&earliest=-7d%40h&latest=now&sid=1704220996.5753399_24A40D22-CF4F-4523-BA98-F0E184EFA417ÿÿÿÿTo resolve this temporarily we have disabled enrlmtfilewatchersvc service in CTC datacenter and added a script to auto-update the datacenter to ELR for the scheduled job """"FILEWATCHER_S3PICKER"""".",Heimdalls,02-01-2024,Submitted,2-Major Problem,Production,,Customer Reported,PRB1422181,,,Dave Haas,,,Refining,
DE822725,CIRRUS - Termination of subsaffiliation failing due to memberProvider provider not contracted,ÿDescription: When terming a member at the subsaffiliation page an exception is being thrown because member provider not contracted. The exception is not being handled correctly resulting in application error.ÿSteps to reproduce:Make a change to the provider such that it causes the provider on the memberProvider record not to be contracted.Term the subsaffiliation by changed the expiration date and performing update actionResults application error - due to memberProvider not contractedExpected Resulted - record will update correctlyÿÿÿÿ,Heimdalls,02-01-2024,Submitted,3-Minor Problem,Production,,Internally Reported,5d4155f047e7f95c0afae54a436d4398,,Proactive,,,,Refining,
DE822583,Address Validation - City/State/Zip Logic: Two word cities,"SA: Laura WanieTA:Dev:PR:Branch:TR:QE: Ken FarmerPO: Nancy McPhersonArchitect: Jeff Wellan-------------------------------------------------DL Jan 23: This is WAD. This is in accordance with Scenario 7 in US5727238. According to the notes: ÿ""""If the city name is a valid city name in Cirrus, and it's entered with a zip code that's also valid but does not align [ie. City Name = Fridley, Zip = 55104 (St Paul zip)], we will error. We won't correct because technically both are valid, just not a valid pair. """"New feature to be created.ÿÿDescription: Members with city names like St Louis and St Paul are firing errors in the queue rather than correcting the city based on the newly added city/state/zip logic. St Louis, MO and St Paul, MN do not exist today in the zipcode table in the database, therefore, the code should take this into consideration and update the city name based off of the city/state/zip logic. In this case, we'd expect to see St Louis and St Paul update to Saint Louis and Saint Paul accordingly.ÿÿEnvironment: Productionÿ*Business noted issues seemed to be related to cities that specifically had ST as an abbreviation to SAINT, or in cities that should be split into two words such as Delmar (instead of Del Mar) or vice versa (Delray).ÿExamples:ST CHARLESST LOUISST MICHAELST PAULDEL RAYDELMARÿNote: In the example of St Paul - this is a valid city for SOME states (not MN). However, the logic needs to ensure the state/zip combo is taken into consideration when evaluating if the city is valid or not. Reference US5727238 for logic hierarchyÿÿRelated work: US5727238 & DE750259ÿSteps to Recreate:Pass a file or payload with member address of ST PAUL, MN, 52657Expected Results: City/State/Zip logic should update the city to SAINT PAUL, MN, 52657Actual Results: Address correction does not happen - user has to manually update the city to SAINT PAUL in order to get the address to persistÿSMEs:Jeff WellanDanielle LaRoseÿÿÿ",QIB - Shazam,02-01-2024,Closed,3-Minor Problem,,Not a Defect,Internally Reported,d15858f0876bb518dacd8666cebb35bc,,Incident,Danielle LaRose,,2024.PI48.2,Accepted,26-01-2024
DE822571,Surest Member match // renwal issue,"Cirrus will not allow you to add a renewing surest member into cirrus when the exact member already exists within USP on an ancillary or different medical plan.ÿ When following the member entry process, you can get as far as entering the member information and adding the custom attributes, but when you attempt to add, an error message pops up and says there is a direct match for the member and doesn't allow you to add an additional affiliation under a different group ID under the same member.ÿ[Jeff Wellan - 01 03 2024] ÿI ran a JSON submission for an existing member in Alpha today where a second subsAffiliation and medical benefit was included in the payload, reference attachment. ÿCirrus created the second subsAffiliation and did enroll the member in Medical Benefits. ÿ",Heimdalls,02-01-2024,Submitted,3-Medium,,,Internally Reported,,,,,,,Refining,
DE822163,Cirrus - Cirrus SPT Support needed for logical delete access to care End user cannot logically delete an external ID to make a needed correction/change     Fedex Corporation 1465934 eff 1/1/2024  please run the utility for member benefit refresh for,"PO:SA:PR:ÿDescription: Member benefit refresh utility is failing in failing in production most likely due to the size of the group. The group in production has 18000 members and the utility fails prior to scheduling a job.Group in production failing - Fedex Corporation 1465934ÿThere is no error message or confirmation message prior to timeout so based on that it looks like it is failing in MemberBenefitRefreshUIServiceImpl:long subscriberCount = memberBenefitRefreshBatchService.countMatchingSubscribers(memberBenefitRefreshVO.getMemGroupID(), memberBenefitRefreshVO.getContractOptID(), memberBenefitRefreshVO.getPlanOptionID());",Heimdalls,29-12-2023,Submitted,2-Major Problem,Production,,Internally Reported,26ecd4eb4797b51c0afae54a436d43ee,,Incident,,,,Refining,
DE821946,1482655 - GILBERT INTERNATIONAL INC -  NY Key - Eff 01/01/2024 - RN warning in Cirrus,"I (Chase Ottomoeller) will be updating this with more appropriate information as soon as possible. If you have any questions please reach out to me.ÿWe have been getting a warning in Cirrus with EVERY Oxford group that we renew for 01/01/2024. Copy of the Warning is attached. Please note, we have been hitting """"ok"""" and then the RN works. I was told that you wanted to see an example of such a group. Thank you.",Heimdalls,28-12-2023,Submitted,3-Minor Problem,Production,,Internally Reported,470d274b931ff154076cbe3e1dba102d,,Incident,,,,Refining,
DE821787,(2023 Copy of DE658978/2022) Repair MemberEnrollmentContractInheritanceEDISpec; unmark flakey,"This test began failing in mid-December 2022 (+2023), surely due to time proximity to the new year. It was marked flakey in 2022 so that the merge pipeline would be unblocked by it. Again this is happening in Dec-2023.Repair the test to succeed always, regardless of the system clock (ensure not flakey)Remove the test from: ~//cirrus-core-flaky-tests/src/main/resources/flaky-test.jsonSubmit PR to Raven Channel, to un-listThis is an example of the failure:https://jenkins.optum.com/cirrus-core/job/core-git/job/branches/job/story_amikkola_US4882862-Call-Reverse-Member-Crosswalk-2/job/integrationTestJobs/job/primary-external-functional-member-test/11/testReport/junit/com.optum.cirrus.external.service.test.member.inheritance/MemberEnrollmentContractInheritanceEDISpec/Member_Enrollment___Migration___with_Population___Contract_Inheritance___Error_Scenario___1__Both_Incoming_Eff_and_Exp_Dates_are_less_than_Contract_Affil_Eff_Date/ÿÿ ÿTest Result (4 failures / ñ0)com.optum.cirrus.external.service.test.member.inheritance.MemberEnrollmentContractInheritanceEDISpec.Member Enrollment - Migration - without Population - Contract Inheritance - Error Scenario - 1. Both Incoming Eff and Exp Dates are less than Contract Affil Eff Datecom.optum.cirrus.external.service.test.member.inheritance.MemberEnrollmentContractInheritanceEDISpec.Member Enrollment - Migration - with Population - Contract Inheritance - Error Scenario - 1. Both Incoming Eff and Exp Dates are less than Contract Affil Eff DateÿBottom two EST is included in DE658296com.optum.cirrus.external.service.test.member.enrollmentengine.insuringrules.MaxAgeRuleCOExpiredEarlierThanEndOfYearAPISpec.4. Given CO is expired before end of the year, enrollment of a subscriber only with a terminated date, it will set to end of year, then error outcom.optum.cirrus.external.service.test.member.enrollmentengine.insuringrules.MaxAgeRuleCOExpiredEarlierThanEndOfYearAPISpec.5. Given CO is expired before end of the year, enrollment of a subscriber only open-ended, then terminate with a date before CO expiration date, it will be set to end of year, then error outÿI changedÿprivate static String baselineDateString = """"20231219""""ÿalso changedPhoenixMemGroupData(ValueObjectRestDataLoader loader,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ GlobalTestData globalTestData,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ RestTemplate restTemplate,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ HappyPathBaseSystemData baseSystemData,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ PhoenixBenefitData benefitData,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ PhoenixBenefitBundleData benefitBundleDataA,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ PhoenixBenefitBundleData benefitBundleDataB,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ PhoenixBenefitBundleData benefitBundleDataC,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ PhoenixBenefitBundleData benefitBundleDataD,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ PhoenixBenefitBundleData benefitBundleDataE,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ boolean loadPopulation = true,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ boolean addMultipleBillGroups = false,ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ Date effectiveDate = UhgCalendarUtilities.getFirstDayOfYear(2023), //from Year.now().getValue() because on 1023-12-19, year is 2023ÿall the tests passed.ÿI will change it back, baselineDateString = today's date and seeÿwhen I changed to 12/30, or today's date, then these 2 tests failed, the member was enrolled without error. So we need figure out why there is error, and there was error on 20231219ÿEnrollmentEngineAsserts.assertCirrusResponseListContainsErrorCodes(enrollmentResponseListForChildMemGroup, expectedError)ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ| ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ| ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ |ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ| ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ| ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ [ERR22009]ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ| ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ[CirrusResponse{, action='add', result='success', domain='member', id=1170967, sourceSystemType='null', sourceSystemID='null'}, CirrusResponse{, action='null', result='null', domain='null', id=0, sourceSystemType='null', sourceSystemID='null'}]ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿjava.lang.AssertionError: ResponseMessages : Expected [ERR22009] but did not find [ERR22009]. Expression: notFoundCodes.isEmpty()ÿÿÿÿat com.optum.cirrus.external.service.test.member.inheritance.MemberEnrollmentContractInheritanceEDISpec.Member Enrollment - Migration - without Population - Contract Inheritance - Error Scenario - #scenario(MemberEnrollmentContractInheritanceEDISpec.groovy:76)Caused by: java.lang.AssertionError: ResponseMessages : Expected [ERR22009] but did not find [ERR22009]. Expression: notFoundCodes.isEmpty()ÿÿÿÿat com.optum.cirrus.test.external.support.dataload.helper.member.EnrollmentEngineAsserts.assertCirrusResponseListContainsErrorCodes(EnrollmentEngineAsserts.groovy:146)ÿÿÿÿ... 1 moreÿ",incrEDIbles,28-12-2023,Submitted,3-Medium,,,Internally Reported,,,,JAMES BESSE,,2024.PI48.2,Accepted,07-02-2024
DE821688,Invalid Map URL in email - Version Issue,Description: ÿFor every email we are getting Map URL with version 0 (without considering map state)ÿNeed to fix this.Branch: defect/hyadav34/DE821688_InvalidMapURLPR: https://github.com/uhc-tech-employer-individual/cirrus-apps_cmt-ui-service/pull/667Build No: 2.0.40Dev: HimashuQA:PreetiTech Review:Rajesh,Thunderstruck  (CMT),28-12-2023,Submitted,3-Minor Problem,,,Internally Reported,,,,Himanshu Yadav,,2023.PI47.5,Accepted,04-01-2024
DE821291,MemGroupContract Comprehensive Validation is not displaying error messages,"PO: Tajoura DavisSA: Shruthi SrinivasDev: BhanupriyaPR: https://github.com/uhc-tech-employer-individual/cirrus-apps_cirrus-core/pull/1850ÿÿDESCRIPTION:ÿAs Case Install Rep, I need to be able to list out up to 50 active, open Statistical Populations that are not assigned to a plan option in a result display in order to correct and ensure that member plan option assignment occurs.As Case Install Rep, I need to be able to see message if there are more than 50 active, open Statistical Populations that are not assigned to a plan option in a result display in order to correct and ensure that member plan option assignment occurs.ÿIssue Description:There is an issue in contract option comprehensive validation that is failing to add errors because the message is too long. This is occurring because there is no limit on the size of the list added to the message for ERR1302 ERR_UNASSIGNED_STAT_POP_EXIST_OVERLAPPING_CO_TIMELINEÿÿERR1302=Statistical Population(s): {0} exist overlapping with the Contract Option's timeline, but not assigned to any Plan Option(s).""""ÿMemGroupContractPlanOptionPopulationValidatorImpl.checkIfAllStatPopsAreAssignedÿÿExample group in production: 1602100 (Stack trace attached). The error message can only take up to 382 Population IDs, but the Group has more than 1000 Statistical Population unassignedChanges Required:The following existing Contract Option Validation error message will be displayed only when the count of Statistical Population IDs overlapping with the Contract Option's timeline, but not assigned to any Plan Option(s) is 50 or less - ERR1302=Statistical Population(s): {0} exist overlapping with the Contract Option's timeline, but not assigned to any Plan Option(s).""""The following new error message will be displayed when the count of Statistical Population IDs overlapping with the Contract Option's timeline, but not assigned to any Plan Option(s) is more than 50 (51 or more) - """"More than 50 Statistical Population(s) exist overlapping with the Contract Option's timeline, but not assigned to any Plan Option(s).""""",Sandman,26-12-2023,Submitted,3-Medium,Production,,Internally Reported,d2507ca64717f9980afae54a436d43f8,,Incident,Balerao Bhanupriya,unexpected length of input args to error message,2024.PI48.4,Accepted,04-03-2024
DE821139,Fix BenefitBundleServicePlanDeleteSpec,"While fixing this broken test, be sure to also un-ignore it (revert commit 2f428d26 on Develop) as well as de-list from the Flaky List (revert oriignal PR here).ÿÿ",Heimdalls,26-12-2023,Submitted,3-Medium,,,Internally Reported,,,,,,,Accepted,11-01-2024
DE820368,[Alpha Test] member APIs are adjusting the subscribers subsaffilation dates upon receipt of an employment end date,"Summary of issueÿSAMx is receiving the ÿerror ?Subscriber Affiliations: Subscriber Affiliation ID: 145475288: Expiration Date: Effective Date must be before Expiration Date.? when they send a transaction to move an existing ÿsubscriber to Continuation ÿand they also ÿinclude the Employment End Date . ÿThe benefit is not moved to a cobra statusÿSee INC33085288 for the production request and response from productionÿSteps to reproduceRun benefits/v6.0 with the continuation, employment end date and cobra benefit , per the sample data set up in the notesÿÿActual ResultsCirrus issues error ?Subscriber Affiliations: Subscriber Affiliation ID: 999999 Expiration Date: Effective Date must be before Expiration Date.? and does not ÿupdate the benefit to COBRA statusÿÿExpected ResultsCirrus adds the and the member continuation record ÿand the ÿmember continuation event ÿrecordÿCirrus updates the subscriber's employment record with ÿthe incoming employment status code and employment end dateCirrus does not end date the the subscribers affiliation expiration dateCirrus will not issue the error message """"Subscriber Affiliations: Subscriber Affiliation ID:P{}: Expiration Date: Effective Date must be before Expiration Date.?ÿÿSolutionÿDelete the code adjusts ÿthe member?s affiliation expiration date when an explicit ÿ Employment End Date is received and the ÿchangeUserID = 'SYSTEM_USER_PORTAL'Applies to the following APIs (both add and update)benefits.v6.0benefits.v7.0demographics.v4.0ÿsee attached emailsÿRoot causeÿÿThe story that added that check for system portal was done in US1050952 on 04/26/2018ÿEnrollmentEngineAffiliationServiceImpl.updateSubsJob()ÿÿÿÿÿÿÿÿÿÿÿ if (StringUtils.equals(updateVO.getChangeUserID(), SecurityConstants.SYSTEM_USER_PORTAL)) {ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ adjustSubsAffiliationIfEmploymentEnds(updateVO, readVO, subsAffiliationVO, enrollmentEngineContext, messages);ÿÿÿÿÿÿÿÿÿÿÿ }ÿÿÿÿÿ",incrEDIbles,22-12-2023,Closed,3-Minor Problem,Production,,Customer Reported,d0445a3c93503dd065e6be774dba10a6,,Incident,Fanguang Meng,,2023.PI47.5,Accepted,02-01-2024
DE820205,File Processing - Modify Prevalidate Complete Cron Job  in Core,"Description of IssueÿReverting changes from DE763863: File processing - prevalidatedMemberCount was GREATER than the processingMemberCount | Rally (rallydev.com)Prevalidate should only be considered COMPLETE when prevalidatedMemberCount (i.e. the number of members who have a received a prevalidte response) is EQUAL TO the processingMemberCount (i.e. the number of members who are still processing on the file)For smaller enrollmentFiles, if prevalidatedMemberCount >= processingMemberCount, there is a chance the enrollmentFile may PREMATURELY start the calculate thresholds and persist phaseThis change was a bandaid for an underlying problem in member-enrollment-file-processing-service, where enrollmentFIleMembers were erroring out due to RabbitMQ channel disconnections when publishing messages to the Dead Letter QueueTherefore, allowing enrollmentFiles to commence persist when prevalidatedMemberCount >= processingMemberCountÿ may result in masking underlying problems within member-enrollment-file-processing-service",incrEDIbles,21-12-2023,Submitted,3-Medium,,,Internally Reported,,,,,,,Refining,
DE819234,270271 service pod restart during performance ecosystem\stress test,"##########Updated 01/16/2024###########After adjusting the TPM on the gatling side we have done a few more round of stress tests, from the test results we have concluded increasing heap from 512mb to 1GB and adding an additional pod per DC is necessary to keep the service stable during high load times#####################################ÿDuring multiple rounds of performance ecosystem\stress tests (targeting 7 tenants with parallel requests injection) we observed 270271 service pods restart (exit code: 143), upon analysis we increased heap memory to 1GB from 512mb and kept pod memory at 2.5GB, we also added one more pod per data center and repeated the load tests, we continue to observe pod restarts despite the change and memory does not appear to be the root cause.ÿÿWe then lowered the thread counts by reducing the parallel injection targeting 5 tenants instead of 7, with a peak TPM about 3.2k requests (Search | Splunk 9.0.4 (optum.com) about 3X peak prod TPM), the pod restarts were no longer observed. The lowest TPM of 7 tenants 270271 tests generated in perf was around 5.4k requests (Search | Splunk 9.0.4 (optum.com)) which triggered restarts, so breaking point is between 3.2k and 5.4k TPM, increased threads\users is the root cause of the restarts.ÿÿPotential solution to prevent this issue in prod would be either reducing calls to core per request and reduce response time or make sure consumers do NOT increase threads on their end (current peak TPM observed in Prod is around 920) regardless of volume increase.ÿÿReferencing load test: Member Load with Ecosystem 12.05.2023 - Cirrus (CIRRUSNEW) - Optum ATLSO Confluence",Heimdalls,19-12-2023,Submitted,3-Medium,Performance,,Internally Reported,,,,,,,Defined,
DE819190,Cirrus not able to send a MAX age letter.    Subscriber Affiliation ID*:   and the Member Benefit ID*:  are prepopulated with the  subscribers data.,"Summary of IssueWhen requesting a Max Age letter for a dependent , the system populates the Subscriber Affiliation ID*: ÿ and the Member Benefit ID*: ÿ with the ÿsubscriber's data and not the data for the dependent. The system then issues error ÿ""""Subscriber Affiliation ID: and it will not ÿallow the letter request to ÿbe created by the user. ÿThis does not happen for all members, however ÿthis is a compliance issue and needs to be escalated because there is no work around. ÿThe search icon is not available.ÿÿSteps to ReproduceIn ECHO , select member 123961861 - MELAND, NATHANÿÿÿ and navigate to the Member Fulfillment Request and then select the ÿMAX ÿfrom the Fulfillment Reason Code*: drop down.ÿÿExpected ResultsThe field labeled Subscriber Affiliation ID* will be populated with the dependent's subsaffilation identifier ÿ and the field labeled ÿMember Benefit ID*:ÿÿwill be populated with the dependent's benefit id ÿand the field labeled Benefit Expiration Date: will be populated with the dependent's benefit expiration dateÿActual ResultsThe field labeled Subscriber Affiliation ID* was actually ÿpopulated with the subscriber's subsaffilation identifier ÿ and the field labeled ÿMember Benefit ID*:ÿÿwas actually ÿpopulated with the subscriber's benefit id ÿand the field labeled Benefit Expiration Date: was ÿactually populated with the subscriber's ÿbenefit expiration dateÿBackgroundÿINC34800696 ÿPRB1421627 ÿsee DE780587 ÿBenefit expiration date is populated as NULL in UIÿAlso see ÿDE780587 ÿand US4848191See notes ÿsection for screen shot provided by user. ÿThis can be duplicated in echo.ÿResolution:From DanielleOriginal issue from US4848191: The subsAffiliationID is child's subsAffiliationID, the memberBenefitID is subscriber's MemberBenefitIDIssue from DE780587: The subsAffiliationID is subscriber's subsAffiliationID, the memberBenefitID is subscriber's MemberBenefitIDFix: The subsAffiliationID is child's subsAffiliationID, the memberBenefitID is child's MemberBenefitIDÿIn DE780587, CorrespondenceReasonUIServiceImpl.setSingleSubsAffiliationIDAndMemberBenefitID() changed the followingÿpublic void setSingleSubsAffiliationIDAndMemberBenefitID(long memberID, CorrespondenceReasonVO vo, AtomicReference<Date> benPlanExpDateReference) {ÿ ÿ if (memberID > 0) {ÿ ÿ ÿ ÿ List<SubsAffiliationVO> subsAffiliationVOList = memberMemGroupAffiliationService.getSubsAffiliations(memberID, new ValueObject());ÿ ÿ ÿ ÿ if (subsAffiliationVOList.size() == 1 && subsAffiliationVOList.get(0).getSubsAffiliationID() > 0) {ÿ ÿ ÿ ÿ ÿ ÿ List<MemberBenefitVO> memberBenefitVOList = memberMemGroupAffiliationService.getSubscriberMemberBenefits(memberID, new ValueObject())ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ .stream().filter(memberBenefitVO -> StringUtils.equals(memberBenefitVO.getPlanID(), memberBenefitVO.getControlPlanID()))ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ .collect(Collectors.toList());ÿ ÿ ÿ ÿ ÿ ÿ if (memberBenefitVOList.size() == 1 && memberBenefitVOList.get(0).getMemberBenefitID() > 0) {ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ vo.setSubsAffiliationID(memberBenefitVOList.get(0).getSubsAffiliationID());ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ vo.setMemberBenefitID(memberBenefitVOList.get(0).getMemberBenefitID());ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ benPlanExpDateReference.set(memberBenefitVOList.get(0).getBenPlanExpDate());ÿ ÿ ÿ ÿ ÿ ÿ }ÿ ÿ ÿ ÿ }ÿ ÿ }}ÿÿ",incrEDIbles,19-12-2023,Submitted,3-Medium,Production,,Internally Reported,02e3c5908793b990dacd8666cebb353a,,Incident,JAMES BESSE,,2024.PI48.1,Accepted,24-01-2024
DE819018,SAMX portal 5xx errors,"When they are sending request in get-member-list-v7 and if the response is """"Member not found"""" so instead of 404 response code they are getting 500 response codeSplunk log: https://phi-splunk.optum.com/en-US/app/optum_cirrus/search?display.page.search.mode=fast&dispatch.sample_ratio=1&q=search%20sourcetype%3D%22membergatewayservice-cirrus%22%20host%3D%22membergatewayservice-596cc7db8f-rttnp%22&earliest=1702910036.425&latest=1702910046.426&display.general.type=events&display.page.search.tab=events&sid=1703082981.18341_732EF589-BF15-48D8-91AB-D01FBF3FF640&display.prefs.events.count=50ÿPrevious related defect : DE766537",Heimdalls,19-12-2023,Submitted,3-Minor Problem,,,Internally Reported,88d9bf4487173514153e33b73cbb357c,,Incident,,,,Refining,
